compound_id	smiles	score_kcal_mol
101773856	COC1=CC=C2C(=C1)N=C(C)N=C2NC(C)C1=C(C)N=NS1	-6.052
101774144	CC1=CC=CC2=C1N=C(NC1CCC3(CC1)CS(=O)(=O)C3)O2	-6.378
101774272	O=S1(=O)CC2(CCC(NC3=NC=C(Br)C4=NN=NN34)CC2)C1	-5.915
101774304	CC1=CC=C2N=C(NC3CCC4(CC3)CS(=O)(=O)C4)OC2=C1	-6.554
101774336	O=S1(=O)CC2(CCC(NC3=NC4=CC(F)=CC=C4S3)CC2)C1	-6.506
101774400	O=S1(=O)CC2(CCC(NC3=C4NC=C(Br)C4=NC=N3)CC2)C1	-6.516
101774496	CC1=NN2C=CC(NC3CCC4(CC3)CS(=O)(=O)C4)=NC2=C1	-6.268
101774528	O=S1(=O)CC2(CCC(NC3=NC=C(C4=CC=CS4)O3)CC2)C1	-6.534
101775936	NC1=NC(NC2CCCC2C2=CC=CC=C2)=C2NC=NC2=N1	-7.029
101776000	CN1N=NC2=C(NC3CCCC3C3=CC=CC=C3)N=CN=C21	-6.399
101776160	NC1=NC(NC2CCCC2C2=CC=CC=C2)=NC2=C1CCC2	-6.822
101776256	CC1=CC(C(=O)O)=NC(NC2CCCC2C2=CC=CC=C2)=N1	-6.428
101776384	CC1=CC=C(C2CCCC2NC2=NC=C([N+](=O)[O-])C=N2)C=C1	-6.594
101776544	CC1=CC=C(C2CCCC2NC2=CC3=NC=NN3C=N2)C=C1	-6.652
101776736	COC(=O)CC1CCN(C2=NC(C3CC3)=NC3=C2C=CN3)C1	-5.499
101777056	COC1=CC=CC2=NC=NC(N(C)CCNCC(F)(F)F)=C12	-5.266
101777088	CN(CCNCC(F)(F)F)C1=C2C(C(N)=O)=CNC2=NC=N1	-6.572
101777216	CN(CCNCC(F)(F)F)C1=NC2=C(C=CC=C2C(=O)O)S1	-5.964
101777248	CN(CCNCC(F)(F)F)C1=CC(C2=CC=CC=N2)=NC=N1	-5.667
101779712	CN(CCC1=CNC=N1)C1=CC=C(S(C)(=O)=O)C=C1[N+](=O)[O-]	-5.166
101779744	COC(=O)C1=CC([N+](=O)[O-])=CC=C1N(C)CCC1=CNC=N1	-5.385
101779776	CC1=CC(C)=NN1C1=CC=C(N(C)CCC2=CNC=N2)N=C1	-6.860
101779808	CN(CCC1=CNC=N1)C1=CN=CC(OC2CCCCC2)=N1	-6.112
101779840	CN(CCC1=CNC=N1)C1=NC(C(=O)OC(C)(C)C)=CC=C1	-5.595
101779872	CN(CCC1=CNC=N1)C1=C(C#N)C=NN1C1=CC=CC=C1	-5.762
101779904	CN(CCC1=CNC=N1)C1=NC2=CC=C(Br)C=C2C(=O)N1C	-6.644
101779936	CN(CCC1=CNC=N1)C1=C(C#N)C=C2COC(C)(C)C2=N1	-5.648
101779968	CN(CCC1=CNC=N1)C1=CC(C(F)(F)F)=CC2=NC=NN12	-5.980
101780000	CC1=C(N(C)CCC2=CNC=N2)C2=NON=C2C([N+](=O)[O-])=C1	-5.856
101780032	CN(CCC1=CNC=N1)C1=NC2=CC([N+](=O)[O-])=CC=C2N=C1	-5.893
101780064	CN(CCC1=CNC=N1)C1=NC=C(C(=O)O)N2N=CC(Br)=C12	-5.828
101780096	COC1=CC(N)=C2N=CC=C(N(C)CCC3=CNC=N3)C2=C1	-5.746
101780128	C#CCN1C=C(Br)C2=C(N(C)CCC3=CNC=N3)N=CN=C21	-5.368
101780160	COC1=CC=CC(C2=CN=C(N(C)CCC3=CNC=N3)S2)=C1	-6.151
101780192	CN(CCC1=CNC=N1)C1=CC2=CC=CN=C2C=C1[N+](=O)[O-]	-5.903
101780224	CN(CCC1=CNC=N1)C1=CC=C([N+](=O)[O-])C2=C1C(=O)CC2	-5.811
101780256	COC(=O)C1=C(N(C)CCC2=CNC=N2)N2C=CC=CC2=N1	-5.209
101780288	O=C1C=CN=C2SC(NCC3=CC=C4C=CC=CC4=N3)=NN12	-7.043
101780320	CN(C)C1=NC=NC(NCC2=CC=C3C=CC=CC3=N2)=C1N	-6.622
101780352	CC(=O)NC1=CN=CC(NCC2=CC=C3C=CC=CC3=N2)=N1	-6.601
101780448	CN1C2=CC=NC=C2N=C1NCC1=CC=C2C=CC=CC2=N1	-6.470
101780480	CC(C)(C)C1=NC=NC(NCC2=CC=C3C=CC=CC3=N2)=N1	-6.577
101780544	NC1=NC(NCC2=CC=C3C=CC=CC3=N2)=CC=C1[N+](=O)[O-]	-6.866
101780608	CN1C=CC2=CN=C(NCC3=CC=C4C=CC=CC4=N3)N=C21	-6.678
101780640	NC(=O)C1=C(Br)C=CN=C1NCC1=CC=C2C=CC=CC2=N1	-6.930
101780736	CP(C)(=O)C1=CN=C(NCC2=CC=C3C=CC=CC3=N2)N=C1	-6.131
101780896	O=[N+]([O-])C1=CN=C(NCC2=CC=C3C=CC=CC3=N2)C=C1O	-6.688
101780928	CC1=CN=C2C(NCC3=CC=C4C=CC=CC4=N3)=NC=CN12	-6.375
101781024	CC(C)COC1=CN=CC(N2CC3=C(NN=C3)C(C)(C)C2)=N1	-6.203
101781056	CC(=O)C1=CC=C(C#N)C=C1N1CC2=C(NN=C2)C(C)(C)C1	-5.987
101781120	CC1(C)CN(C2=CC=C3C(=O)CCCC3=N2)CC2=C1NN=C2	-6.475
101781184	CCOC(=O)C1=C(C)N=C(N2CC3=C(NN=C3)C(C)(C)C2)O1	-5.674
101781216	CC1=NC(C2CC2)=NC(N2CC3=C(NN=C3)C(C)(C)C2)=C1I	-6.628
101781248	CC1(C)CN(C2=NC=C(Br)C3=NC=NC=C32)CC2=C1NN=C2	-5.981
101781280	CC1(C)CN(C2=CN=C3N=CN=C(O)C3=N2)CC2=C1NN=C2	-7.124
101781312	CC1=CC=C([N+](=O)[O-])C(N2CC3=C(NN=C3)C(C)(C)C2)=C1C	-6.122
101781344	CC1=NC2=C(Br)C=NN2C(N2CC3=C(NN=C3)C(C)(C)C2)=C1	-6.899
101781376	CC1(C)CN(C2=NC(C3CC3)=CC=C2C#N)CC2=C1NN=C2	-6.455
101781408	CC1=NC(N2CC3=C(NN=C3)C(C)(C)C2)=C2N=C(C)NC2=N1	-6.643
101781440	CC1(C)CN(C2=CC=NC(C3CCOC3)=N2)CC2=C1NN=C2	-6.478
101781472	CC1(C)CN(C2=C(C#N)C=NC(C(=O)O)=C2)CC2=C1NN=C2	-5.867
101781536	CC1(C)CN(C2=C3C=CC=CC3=NC(O)=C2)CC2=C1NN=C2	-6.725
101781568	CC1=NC2=NC=NN2C(N2CC3=C(NN=C3)C(C)(C)C2)=C1F	-6.746
101781600	CC1=CC(C(F)(F)F)=NN=C1N1CC2=C(NN=C2)C(C)(C)C1	-7.564
101781632	CC1(C)CN(C2=CC=C(S(N)(=O)=O)C(Br)=C2)CC2=C1NN=C2	-6.323
101781664	CC1(C)CN(C2=CC=C([N+](=O)[O-])C(N)=C2Br)CC2=C1NN=C2	-5.775
101781696	CC1(C)CN(C2=NC=C(F)C=C2C(F)(F)F)CC2=C1NN=C2	-6.678
101781728	CN1N=CC2=C1C(=O)NC(N1CC3=C(NN=C3)C(C)(C)C1)=N2	-6.538
101781760	COC(=O)C1=CN=CC(F)=C1N1CC2=C(NN=C2)C(C)(C)C1	-5.868
101781792	CC1(C)CN(C2=NC=CN3C(Br)=NC(Br)=C23)CC2=C1NN=C2	-6.835
101781824	CN1N=C(NCCC2=CNC3=NC=CC=C23)C(=O)N(C)C1=O	-6.491
101781856	N#CC1=CC(F)=C(NCCC2=CNC3=NC=CC=C23)C(F)=C1	-6.148
101781888	C1=CN=C2NC=C(CCNC3=CC=NC4=CC=NC=C43)C2=C1	-6.486
101781920	C1=CN=C2NC=C(CCNC3=NOC(C4=CSC=C4)=N3)C2=C1	-6.393
101781952	CC1=NNC2=C(NCCC3=CNC4=NC=CC=C34)N=CN=C12	-6.700
101782016	COC(=O)C1=CC=NC(NCCC2=CNC3=NC=CC=C23)=C1	-6.186
101782048	C1=CN=C2NC=C(CCNC3=NC=C4C=CC=NC4=N3)C2=C1	-6.888
101782080	BrC1=CN=C2NC(NCCC3=CNC4=NC=CC=C34)=NC2=C1	-6.203
101782144	IC1=CC2=C(NCCC3=CNC4=NC=CC=C34)N=CN=C2N1	-6.593
101782176	CC(F)(F)C1=NC=CC(NCCC2=CNC3=NC=CC=C23)=N1	-6.966
101782208	CC1=NC2=NC=C(NCCC3=CNC4=NC=CC=C34)N=C2S1	-6.269
101782240	BrC1=CN=C2C(NCCC3=CNC4=NC=CC=C34)=NC=CN12	-6.313
101782336	O=C(C1=CN=C(NCCC2=CNC3=NC=CC=C23)S1)C(F)F	-6.293
101782368	C#CCOC1=NC=NC(NCCC2=CNC3=NC=CC=C23)=C1	-6.278
101782400	NC1=CC(NCCC2=CNC3=NC=CC=C23)=NC(C2CC2)=N1	-6.660
101782464	N#CC1=C(Br)C=C(N)C=C1NCCC1=CNC2=NC=CC=C12	-6.000
101782496	CS(=O)(=O)C1=CC=NC(NCCC2=CNC3=NC=CC=C23)=C1	-6.418
101782560	CCSC1=NC=C(C)C(NCCC2=CNC3=NC=CC=C23)=N1	-6.206
101782624	N#CC1=NC(NCC2=NS(=O)(=O)C3=CC=CC=C3N2)=CC=N1	-6.285
101782656	COC1=CC(NCC2=NS(=O)(=O)C3=CC=CC=C3N2)=NC=N1	-6.636
101782688	CC1=CC=C(NCC2=NS(=O)(=O)C3=CC=CC=C3N2)N=C1Br	-6.970
101782752	CN1CCCC12CCCN(C1=NC3=CC=CC=C3C(=O)N1)C2	-6.526
101782816	CN1CCCC12CCCN(C1=C3C=CC=C(N)C3=CC=N1)C2	-6.115
101783104	CC1=CC2=NC(C)=NC(N3CCCC4(CCCN4C)C3)=C2N1	-6.274
101783168	CN1CCCC12CCCN(C1=NC3=NC(N)=CC=C3C=C1)C2	-6.675
101783264	CCNC(=O)C1=CC(N2CCCC(C3=CN=CO3)C2)=CC=N1	-6.023
101783392	O=C1NC=NC2=CC=C(N3CCCC(C4=CN=CO4)C3)N=C12	-7.577
101783520	OC1=CC=C2C=CC(N3CCCC(C4=CN=CO4)C3)=NC2=N1	-6.651
101783584	CSC1=NC(Cl)=C(CO)C(N2CCCC(C3=CN=CO3)C2)=N1	-5.733
101783680	CC1=NC(N2CCCC(C3=CN=CO3)C2)=CC=C1S(N)(=O)=O	-5.807
101783840	CC(=O)NC1=CC(N2CCCC(C3=CN=CO3)C2)=C(Cl)C=N1	-6.141
101783872	O=C1C=CNC2=CC=C(N3CCCC(C4=CN=CO4)C3)N=C12	-7.082
101784032	N#CC1=C(N2CCCC(C3=CN=CO3)C2)C2=C(C=C1)C=NN2	-5.874
101784064	CC1=NC2=NC=NN2C(N2CCC3=C(C2)C(O)=C(Br)C=N3)=C1	-6.269
101784128	OC1=C(Br)C=NC2=C1CN(C1=NC=NC3=C1CCCC3)CC2	-6.990
101784160	OC1=C(Br)C=NC2=C1CN(C1=NOC(C3=COC=C3)=N1)CC2	-6.213
101784192	NC1=CC=C2N=C(N3CCC4=C(C3)C(O)=C(Br)C=N4)SC2=C1	-6.202
101784224	O=[N+]([O-])C1=CN=CC(I)=C1N1CCC2=C(C1)C(O)=C(Br)C=N2	-5.097
101784352	CC1=C2C(N3CCC4=C(C3)C(O)=C(Br)C=N4)=NC=CN2N=C1	-6.136
101784384	CN1C=CC2=NC=NC(N3CCC4=C(C3)C(O)=C(Br)C=N4)=C21	-5.864
101784416	CC(C)(O)C1=CC=CC(N2CCC3=C(C2)C(O)=C(Br)C=N3)=N1	-6.328
101784448	O=C(O)C1=CN=C(N2CCC3=C(C2)C(O)=C(Br)C=N3)C(F)=C1	-6.299
101784480	CCOC(=O)C1=NN=C(N2CCC3=C(C2)C(O)=C(Br)C=N3)S1	-5.745
101784512	CC1=NC2=C(COC2)C(N2CCC3=C(C2)C(O)=C(Br)C=N3)=N1	-5.858
101784544	CC(=O)C1=CC=C(C)C(N2CCC3=C(C2)C(O)=C(Br)C=N3)=N1	-6.337
101784576	O=[N+]([O-])C1=CC=C(N2CCC3=C(C2)C(O)=C(Br)C=N3)C=C1O	-7.088
101784608	CC1=CC([N+](=O)[O-])=C(N2CCC3=C(C2)C(O)=C(Br)C=N3)C=N1	-6.009
101784640	O=[N+]([O-])C1=CC(Cl)=NC=C1N1CCC2=C(C1)C(O)=C(Br)C=N2	-5.657
101784672	CC1=CC=C2C(C)=CC(NC(CO)CC3=NC=CS3)=NC2=C1	-6.116
101784704	CCCNC(=O)C1=CC=C(NC(CO)CC2=NC=CS2)N=C1	-5.789
101784736	OCC(CC1=NC=CS1)NC1=CC=NC(N2CCCCC2)=N1	-6.258
101784768	OCC(CC1=NC=CS1)NC1=CC=C(OCC(F)(F)F)N=N1	-5.536
101784800	OCC(CC1=NC=CS1)NC1=CC(C2=CC=CC=C2)=NC=N1	-5.680
101784864	OCC(CC1=NC=CS1)NC1=NC2=CC(F)=CC(F)=C2C=C1	-6.223
101784896	CC1(C)CC2=NC(Cl)=NC(NC(CO)CC3=NC=CS3)=C2C1	-6.164
101784928	OCC(CC1=NC=CS1)NC1=C2CCCCCC2=NC(Cl)=N1	-5.676
101784960	OCC(CC1=NC=CS1)NC1=NC2=CC(F)=C(O)C(F)=C2S1	-6.157
101784992	CC1=CC=C2N=C(NC(CO)CC3=NC=CS3)NC(=O)C2=C1	-6.341
101785088	OCC(CC1=NC=CS1)NC1=C2C(Cl)=CC=C(Cl)C2=NC=N1	-5.771
101785120	CCOC(=O)C1=C(C)SC(CCNC2=CC=CC=C2C#N)=N1	-5.483
101785152	CCOC(=O)C1=C(C)SC(CCNC2=NC=CC(C#N)=N2)=N1	-5.523
101785216	CCOC(=O)C1=C(C)SC(CCNC2=CC(Br)=NNC2=O)=N1	-5.712
101785248	CC1=CC(N2C=CC=N2)=CC=C1CNC1=NN=C(C)C(C)=C1	-6.470
101785312	CC1=CC(N2C=CC=N2)=CC=C1CNC1=C(Br)C(F)=NC=N1	-6.425
101785344	CC1=CC(N2C=CC=N2)=CC=C1CNC1=NN=CC=C1C#N	-6.407
101785408	CC1=CC(N2C=CC=N2)=CC=C1CNC1=C(F)C(N)=NC=N1	-6.848
101785504	CC1=CC(N2C=CC=N2)=CC=C1CNC1=NC=C(F)C(O)=N1	-6.776
101785536	CC1=C(CCNC2=NC(N)=CC=N2)N=C(C2=CC=CC=C2)O1	-6.572
101785632	CC1CCC2=C(C1)SC1=NC=NC(NCCC3=CNN=N3)=C12	-6.161
101785664	CC1=CC(=O)NC(C2=CC=C(NCCC3=CNN=N3)N=C2)=N1	-7.024
101785696	CC(C)(C)C1=CC(NCCC2=CNN=N2)=NC(C(C)(C)C)=N1	-6.684
101785728	CS(=O)(=O)C1=CC=C(NCCC2=CNN=N2)C(C(F)(F)F)=C1	-6.176
101785760	CC(C)(C)N1N=CC2=C(N)N=C(NCCC3=CNN=N3)N=C21	-6.824
101785792	CC1=NN(C2=CC(NCCC3=CNN=N3)=NC=N2)C(C)=C1Br	-6.699
101785824	ClC(Cl)(Cl)C1=NC(NCCC2=CNN=N2)=C2C=CC=CC2=N1	-6.742
101785856	FC(F)(F)C1=CC=C2C=CC(NCCC3=CNN=N3)=NC2=C1	-6.607
101785920	CCC1=CC=C2N=CC(C#N)=C(NCCC3=CNN=N3)C2=C1	-5.593
101785952	C1=CC=C(OCC2=NC(NCCC3=CNN=N3)=NC=C2)C=C1	-6.444
101785984	CP(C)(=O)C1=CC(NCCC2=CNN=N2)=NC(C(F)(F)F)=C1	-6.397
101786016	COC(=O)C1=CN=C(NCCC2=CNN=N2)C=C1C(=O)OC	-5.931
101786048	COC(=O)C1=C(NCCC2=CNN=N2)N2C=C(Br)C=CC2=N1	-5.677
101786304	C1=CN(C2=NC=NC(N3CCN(C4=NN=NN4)CC3)=C2)C=N1	-6.188
101786336	COC(=O)CC1=CC=NC(N2CCN(C3=NN=NN3)CC2)=N1	-6.201
101786368	N#CC1=NC(C2CC2)=NC(N2CCN(C3=NN=NN3)CC2)=C1	-6.154
101786400	C1=C2CCCCCC2=NC(N2CCN(C3=NN=NN3)CC2)=N1	-6.514
101786432	CC1(C2=NC(Cl)=CC(N3CCN(C4=NN=NN4)CC3)=N2)CC1	-6.377
101786464	BrC1=CN=C2C(=C1)N=CN=C2N1CCN(C2=NN=NN2)CC1	-6.224
101786496	CC1=CC(N2CCN(C3=NN=NN3)CC2)=NC2=CC=CC=C12	-6.760
101786528	ClC1=CC=C2N=C(N3CCN(C4=NN=NN4)CC3)SC2=C1Cl	-6.204
101786560	CCC(C)C1=NC=C(Br)C(N2CCN(C3=NN=NN3)CC2)=N1	-6.611
101786592	FC1=CN=C(N2CCN(C3=NN=NN3)CC2)C(C(F)(F)F)=C1	-6.075
101786624	COC1=CC=C(N2CCN(C3=NN=NN3)CC2)C([N+](=O)[O-])=C1	-5.776
101786656	CN1CCCCC1CNC1=NC=NC2=C1OC1=CC=CC=C12	-6.715
101786688	CN1CCCCC1CNC1=CC(C(C)(C)C)=NC2=NC=NN12	-6.223
101786720	CC1=NN(C2=CC(NCC3CCCCN3C)=NC=N2)C(N)=C1	-6.805
101786752	COC1=CC=CC2=C(NCC3CCCCN3C)C(C)=CN=C12	-6.055
101786784	CC1=C(C#N)C(NCC2CCCCN2C)=NC2=CC=CC=C21	-5.964
101786816	COC1=CC=C(C2=NN=C(NCC3CCCCN3C)O2)C=C1	-6.262
101786912	CN1CCCCC1CNC1=C2C=C(F)N=CC2=NC=C1C#N	-5.771
101787008	COC1=CC=C2N=C(NCC3CCCCN3C)C=C(C)C2=C1	-5.951
101787072	CC1=CC(C)=NN1C1=CC(NCC2CCCCN2C)=NC=N1	-7.584
101787104	CN1CCCCC1CNC1=NC=CN2C1=CN=C2C(F)(F)F	-6.712
101787200	COCC1=NC2=NC=NN2C(NCC2=CC(F)=CC(Br)=C2)=C1	-5.829
101787232	CC1=NN(C2=CC=C(NCC3=CC(F)=CC(Br)=C3)N=N2)C=C1	-6.346
101787328	CN1C(=O)C2=CC=CC(NCC3=CC(F)=CC(Br)=C3)=C2C1=O	-6.757
101787456	O=[N+]([O-])C1=NN2C=CN=C(NCC3=CC(F)=CC(Br)=C3)C2=C1	-6.343
101787488	COC1=CC=C(S(N)(=O)=O)N=C1NCC1=CC(F)=CC(Br)=C1	-6.236
101787520	CN1C(=O)C(NCC2=CC(F)=CC(Br)=C2)=NC2=CC=CC=C21	-6.901
101787552	COC(=O)C1=NC=C(OC)C(NCC2=CC(F)=CC(Br)=C2)=N1	-5.858
101787584	N=C1NS(=O)(=O)C2=CC=C(NCC3=CC(F)=CC(Br)=C3)C=C12	-7.981
101787840	NC1=NC(NCC2=CC=CC=C2C2CCC2)=NC=C1[N+](=O)[O-]	-6.904
101787904	NC1=NC(NCC2=CC=CC=C2C2CCC2)=NC2=C1C=NN2	-6.880
101788096	NC(=O)C1=CC(N)=NC(NCC2=CC=CC=C2C2CCC2)=N1	-6.897
101788128	CS(=O)(=O)C1=CC=C(NCC2=CC=CC=C2C2CCC2)N=N1	-5.688
101788224	NC1=NN=C2C(NCC3=CC=CC=C3C3CCC3)=NC=CN12	-6.734
101788320	O=C1NCC2=C1C=C(NCC1=CC=CC=C1C1CCC1)N=C2	-6.490
101788352	CNC1=NC(NCC2=CC=CC=C2C2CCC2)=NC(OC)=N1	-6.187
101788544	C1=COC(C2=CC=C(CNC3=NC=C4NC=NC4=N3)C=C2)=C1	-7.257
101788608	COC(=O)C1=COC(NCC2=CC=C(C3=CC=CO3)C=C2)=N1	-6.133
101788768	O=C1NN=C(NCC2=CC(OC3=CC(Cl)=CC=C3)=CC=N2)S1	-6.749
101789024	CC1(C)C2CCC(C2)C1CNC1=CN=C2N=CN=C(O)C2=N1	-6.513
101789440	CN1N=C(NCCN2N=CC3=CC=CC=C32)C(=O)N(C)C1=O	-6.218
101789472	O=[N+]([O-])C1=CC=C(Cl)N=C1NCCN1N=CC2=CC=CC=C21	-5.806
101789504	CC1=CC(NCCN2N=CC3=CC=CC=C32)=NC=C1[N+](=O)[O-]	-6.143
101789536	CCOC(=O)C1=COC(NCCN2N=CC3=CC=CC=C32)=N1	-6.219
101789568	CC1=NN2N=C(NCCN3N=CC4=CC=CC=C43)C=CC2=N1	-6.036
101789600	C1=CC=C2C(=C1)C=NN2CCNC1=CC=NC2=CC=CN=C21	-6.451
101789632	O=[N+]([O-])C1=C(F)N=CC=C1NCCN1N=CC2=CC=CC=C21	-6.288
101789664	CCCOC1=CC=NC(NCCN2N=CC3=CC=CC=C32)=N1	-5.982
101789728	CCNC1=NC(C)=CC(NCCN2N=CC3=CC=CC=C32)=N1	-6.342
101789760	FC(F)(F)C1=CN=C(NCCN2N=CC3=CC=CC=C32)C=N1	-6.667
101789824	C#CCN1C=CN=C(NCCN2N=CC3=CC=CC=C32)C1=O	-6.549
101789856	CN1N=NC2=C(NCCN3N=CC4=CC=CC=C43)N=CC=C21	-6.169
101789888	BrC1=CN=C2C(NCCN3N=CC4=CC=CC=C43)=NC=NN12	-5.899
101789952	CC1=CN2C=CN=C(NCCN3N=CC4=CC=CC=C43)C2=N1	-6.479
101789984	CC(F)(F)C1=CC(NCCN2N=CC3=CC=CC=C32)=NC=N1	-6.317
101790016	CP(C)(=O)C1=CC=C(NCCN2N=CC3=CC=CC=C32)N=N1	-5.846
101790048	O=C(O)C1=CC=NC(NCCN2N=CC3=CC=CC=C32)=C1Cl	-6.226
101790080	CC1=CC(NCCN2N=CC3=CC=CC=C32)=NC=C1C(N)=O	-6.847
101790112	CC1=CC([N+](=O)[O-])=C(NCCN2N=CC3=CC=CC=C32)C=N1	-5.668
101790144	CC1=CC=C2C(NCCN3N=CC4=CC=CC=C43)=NC=NN12	-5.960
101790176	CC1=CN2N=C(NCCN3N=CC4=CC=CC=C43)N=C2N=C1	-6.352
101790208	CC1=CC=C(F)C(CNC2=NC3=CC=CC=C3C(=O)N2C)=C1	-6.868
101790240	C=CCNC(=O)C1=CC=C(NCC2=CC(C)=CC=C2F)N=C1	-6.551
101790272	CC1=CC=C(F)C(CNC2=NC(N(C)C)=NC(C(C)C)=N2)=C1	-6.332
101790400	CC1=CC=C(F)C(CNC2=CC=C(N3C=C(I)C=N3)N=N2)=C1	-6.322
101790432	COC(=O)C1=CC=C(NCC2=CC(C)=CC=C2F)C(C#N)=N1	-5.823
101790624	CC1=CC=C(F)C(CNC2=C3NN=C([N+](=O)[O-])C3=CC=N2)=C1	-6.725
101790688	CC1=CC=C(F)C(CNC2=NC(C)=CC3=C2C(=O)NC3=O)=C1	-7.070
101790720	COC1=NC(NCC2=CC(C)=CC=C2F)=CC=C1S(N)(=O)=O	-6.200
101790816	CC1=NN=C2C(NCC3CCCC34CCOCC4)=NC=CN12	-6.019
101791072	CN1C=NC2=NC(NCC3CCCC34CCOCC4)=NC=C21	-6.330
101791136	O=C1NC(NCC2CCCC23CCOCC3)=NC2=C1SC=C2	-6.848
101791232	CC1=CN2C=CN=C(NCC3CCCC34CCOCC4)C2=N1	-6.184
101791616	CC1=C(C2=CC=CC(F)=C2)N=C(NCC2CCS(=O)(=O)N2)S1	-6.393
101791680	CC1=CC=C(C)C(CNC2=NN=C(C3=CC=C(F)C=C3)O2)=N1	-7.245
101791712	CC1=CC=C(C)C(CNC2=CC=C(S(N)(=O)=O)C=C2C#N)=N1	-6.003
101791744	CCC1=NN=C(NCC2=NC(C)=CC=C2C)C(C#N)=C1CC	-6.006
101791776	CCOC(=O)C1=C(C)N=C(NCC2=NC(C)=CC=C2C)N1C	-6.337
101791808	CC1=CC=C(C)C(CNC2=C([N+](=O)[O-])C(C(N)=O)=CC=N2)=N1	-6.418
101791840	CC1=CC=C(C)C(CNC2=CC(C#N)=C([N+](=O)[O-])C(C)=C2)=N1	-5.840
101791872	CC1=CC=C(C)C(CNC2=CC(C(F)F)=NC3=NC=NN23)=N1	-6.482
101791936	CCOC(=O)C1=CC(C)=NN=C1NCC1=NC(C)=CC=C1C	-6.276
101792000	CC1=CC=C(C)C(CNC2=C3N=C(C(F)F)NC3=NC=N2)=N1	-6.429
101792096	CC1=CC=C(C)C(CNC2=CC(Cl)=NC3=C(C#N)C=NN23)=N1	-6.387
101792128	CC1=CC=C(C)C(CNC2=NC=CN3N=CC([N+](=O)[O-])=C23)=N1	-6.201
101792160	CC1=CC=C(C)C(CNC2=CC(N3C=NC=N3)=NC(C)=N2)=N1	-6.892
101792192	CC1=CC=C(C)C(CNC2=CC=C(C(=O)C(F)(F)F)C=N2)=N1	-6.205
101792224	COCC1=NN=C2C(NCC3=NC(C)=CC=C3C)=NC=CN12	-5.859
101792256	CC1=CC=C(C)C(CNC2=CC([N+](=O)[O-])=CC=C2[N+](=O)[O-])=N1	-5.502
101792416	O=S1(=O)CCC(OCCNC2=C3C=C(Cl)NC3=NC=N2)CC1	-5.719
101792512	O=S1(=O)CCC(OCCNC2=C3C=C(I)SC3=NC=N2)CC1	-5.745
101792640	NC1=NC2=CC=NN2C(NCCOC2CCS(=O)(=O)CC2)=C1	-5.642
101792672	O=S1(=O)CCC(OCCNC2=C3C=C(Br)NC3=NC=N2)CC1	-5.934
101792736	O=S1(=O)CCC(OCCNC2=NC3=CC(Br)=CC=C3S2)CC1	-6.248
101792768	O=S1(=O)CCC(OCCNC2=NC3=NC=C(Cl)C=C3O2)CC1	-5.773
101792800	O=S1(=O)CCC(OCCNC2=NC=C3NC(Cl)=NC3=N2)CC1	-6.136
101792832	O=S1(=O)CCC(OCCNC2=CN=C3C(I)=CNC3=N2)CC1	-5.969
101793120	CC1(C)COCC(CNC2=C(C#N)C=NC3=CC=CC=C32)O1	-6.431
101793152	CC1(C)COCC(CNC2=NN3C([N+](=O)[O-])=CN=C3C=C2)O1	-6.208
101793280	CC1(C)COCC(CNC2=NC=NC(C3=CC=CC=C3)=N2)O1	-6.626
101793312	CC1(C)COCC(CNC2=NOC3=CC=C([N+](=O)[O-])C=C32)O1	-6.293
101793376	CC1(C)COCC(CNC2=NC3=CC=CC=C3N2C2CC2)O1	-6.183
101793536	CC1(C)COCC(CNC2=C3SC=CC3=NC=C2[N+](=O)[O-])O1	-5.937
101793632	CC1(C)COCC(CNC2=CC=NC(CN3C=CC=N3)=C2)O1	-5.908
101793664	CC1(C)COCC(CNC2=NC=CC=C2C2=NSC(N)=N2)O1	-6.202
101793760	NC(=O)C1=CC=CN=C1NCC1CC(=O)NC2=CC=CC=C21	-7.402
101793792	CC(C)C1=CC(NCC2CC(=O)NC3=CC=CC=C32)=NC=N1	-7.191
101793824	CC(C)(C)C1=NC(NCC2CC(=O)NC3=CC=CC=C32)=NO1	-7.184
101793856	N#CC1=CC(Br)=CN=C1NCC1CC(=O)NC2=CC=CC=C21	-6.278
101793888	CC(=O)C1=CC(NCC2CC(=O)NC3=CC=CC=C32)=NC=N1	-6.525
101793920	N#CC1=C(NCC2CC(=O)NC3=CC=CC=C32)C=CN=C1N	-6.541
101793952	N#CC1=CC=C(F)N=C1NCC1CC(=O)NC2=CC=CC=C21	-6.491
101793984	CC(C)CC1=NN=C(NCC2CC(=O)NC3=CC=CC=C32)S1	-6.331
101794016	O=C1CC(CNC2=NN=CC3=C2SC=C3)C2=CC=CC=C2N1	-6.418
101794048	O=C1CC(CNC2=CC3=NC=NN3C=N2)C2=CC=CC=C2N1	-6.283
101794080	CCC1=NC=NC(NCC2CC(=O)NC3=CC=CC=C32)=C1Br	-6.461
101794112	N#CC1=CC=C(N)N=C1NCC1CC(=O)NC2=CC=CC=C21	-6.495
101794144	O=C1CC(CNC2=CN=CC(C3CC3)=N2)C2=CC=CC=C2N1	-6.881
101794176	O=C1CC(CNC2=NC=C3C=NNC3=N2)C2=CC=CC=C2N1	-7.450
