compound_id	smiles	score_kcal_mol
102768000	OCCC1=CC=NC(N2CCOCC(N3C=NC=N3)C2)=C1Br	-5.416
102768032	CC1=C(F)C(N2CCC3=C(C=NNC3=O)C2)=NC(C(C)C)=N1	-6.398
102768064	CC1=CSC2=NC(C)=NC(N3CCC4=C(C=NNC4=O)C3)=C12	-7.159
102768096	O=C1NN=CC2=C1CCN(C1=C(Br)C(C(F)(F)F)=NC=N1)C2	-7.038
102768128	O=C1NN=CC2=C1CCN(C1=NC=C3CCCCCC3=N1)C2	-6.811
102768160	CC1=C(Br)C=CC(N2CCC3=C(C=NNC3=O)C2)=C1[N+](=O)[O-]	-6.008
102768192	O=C1NN=CC2=C1CCN(C1=CN=C3C(F)=CC=CC3=N1)C2	-6.697
102768224	N#CC1=C2N=C(N3CCC4=C(C=NNC4=O)C3)C=CN2N=C1	-6.167
102768256	CCOC(=O)C1=C(Cl)SC(N2CCC3=C(C=NNC3=O)C2)=N1	-6.004
102768288	CC1=NC(N2CCC3=C(C=NNC3=O)C2)=C2C=C(Br)SC2=N1	-6.599
102768320	CCC1=NC(N2CCC3=C(C=NNC3=O)C2)=C2SC=CC2=N1	-6.727
102768352	CC1=CC([N+](=O)[O-])=C(C)C=C1N1CCC2=C(C=NNC2=O)C1	-6.716
102768384	CC1=CC(N2CCCC(C3=CC(=O)NN3)C2)=NC(C2CC2)=N1	-7.054
102768416	CCC1=NN=C(N2CCCC(C3=CC(=O)NN3)C2)N=C1CC	-6.399
102768448	CCC1=NC(N2CCCC(C3=CC(=O)NN3)C2)=CC(C#N)=N1	-6.721
102768480	O=CNC1=C(N2CCCC(C3=CC(=O)NN3)C2)N=CN=C1Cl	-6.704
102768512	O=C1C=C(C2CCCN(C3=NC4=C(O3)C(Br)=CC=C4)C2)NN1	-7.276
102768544	O=C1C=C(C2CCCN(C3=CC=NC4=C(Br)C=NN34)C2)NN1	-7.066
102768576	CCOC(=O)C1=NN=C(N2CCCC(C3=CC(=O)NN3)C2)O1	-6.613
102768608	CC1=C(C(C)C)C(N2CCCC(C3=CC(=O)NN3)C2)=NC=N1	-6.184
102768640	CC1=CN=C(C2CC2)N=C1N1CCCC(C2=CC(=O)NN2)C1	-6.777
102768672	N#CC1=C(Br)C=NC(N2CCCC(C3=CC(=O)NN3)C2)=C1F	-6.277
102768704	O=C1C=C(C2CCCN(C3=NC=C([N+](=O)[O-])C(O)=C3)C2)NN1	-7.415
102768832	CN1N=C(NCCCN2N=CC=C2C2CC2)C(=O)N(C)C1=O	-5.638
102768864	O=[N+]([O-])C1=C(F)C=CC=C1NCCCN1N=CC=C1C1CC1	-5.808
102768896	NC1=NC(NCCCN2N=CC=C2C2CC2)=C2NC=NC2=N1	-6.863
102768928	CC(C)OC1=NC=CN=C1NCCCN1N=CC=C1C1CC1	-5.850
102768992	CN1C(=O)C=C(NCCCN2N=CC=C2C2CC2)N(C)C1=O	-5.516
102769024	FC(F)(F)C1=CN=NC(NCCCN2N=CC=C2C2CC2)=C1	-6.257
102769056	NC1=CC(NCCCN2N=CC=C2C2CC2)=NC=C1[N+](=O)[O-]	-5.540
102769088	C1=NC(NCCCN2N=CC=C2C2CC2)=CC(CC2CC2)=N1	-5.598
102769152	O=C(O)C1=CC(Br)=CN=C1NCCCN1N=CC=C1C1CC1	-5.447
102769216	CS(=O)(=O)C1=CC=C(NCCCN2N=CC=C2C2CC2)N=N1	-5.568
102769248	ClC1=CN2C=CN=C2C(NCCCN2N=CC=C2C2CC2)=N1	-5.400
102769280	COC(=O)CC1=NSC(NCCCN2N=CC=C2C2CC2)=N1	-5.168
102769312	COC1=C(C)N=C(NCCCN2N=CC=C2C2CC2)N=C1C	-5.297
102769344	CN1C=C2N=C(NCCCN3N=CC=C3C3CC3)C=CC2=N1	-5.780
102769376	CC(C)(F)C1=CN=C(NCCCN2N=CC=C2C2CC2)N=C1	-6.073
102769408	CC(=O)C1=C(Cl)N=CN=C1NCCCN1N=CC=C1C1CC1	-5.323
102769440	O=C(O)C1=CN=C(NCCCN2N=CC=C2C2CC2)C=C1Br	-5.447
102769472	NC(=O)C1=CC(Br)=NC=C1NCCCN1N=CC=C1C1CC1	-5.736
102769568	O=[N+]([O-])C1=C(NCCCN2N=CC=C2C2CC2)C=CC=C1O	-5.770
102769600	CS(=N)(=O)C1=CC=C(NCCCN2N=CC=C2C2CC2)C=C1	-5.841
102769632	N#CC1=CC2=CC=CC=C2N=C1NC1CC(N2C=NC=N2)C1	-6.006
102769664	COC1=CC(F)=C([N+](=O)[O-])C(NC2CC(N3C=NC=N3)C2)=C1	-5.789
102769696	CNS(=O)(=O)C1=CC=C(NC2CC(N3C=NC=N3)C2)C(F)=C1	-6.111
102769728	O=[N+]([O-])C1=CC=C2NCCC2=C1NC1CC(N2C=NC=N2)C1	-6.068
102769760	FC1=CC=CC=C1C1=CSC(NC2CC(N3C=NC=N3)C2)=N1	-6.197
102769792	COC1=CC(C(F)(F)F)=NC(NC2CC(N3C=NC=N3)C2)=N1	-5.932
102769824	FC1=CC=C2C=C(Cl)N=C(NC3CC(N4C=NC=N4)C3)C2=C1	-6.469
102769856	C1=NC=NN1C1CC(NC2=CC(C3CCCCC3)=NC=N2)C1	-6.114
102769888	CCOC(=O)C1=CC(C)=NN=C1NC1CC(N2C=NC=N2)C1	-5.621
102769920	COC1=CC=C(Br)C2=C1N=C(NC1CC(N3C=NC=N3)C1)S2	-5.833
102769952	CC1=CC=C2C(NC3CC(N4C=NC=N4)C3)=CC=NC2=C1C	-6.387
102770016	COC(=O)C1=CC=CC(C#N)=C1NC1CC(N2C=NC=N2)C1	-5.372
102770048	CSC1=NC(NC2CC(N3C=NC=N3)C2)=C2N=NN(C)C2=N1	-5.668
102770080	OCC1=CC=C2N=CC=C(NC3CC(N4C=NC=N4)C3)C2=C1	-6.138
102770112	CCOC(=O)C1=CC(NC2CC(N3C=NC=N3)C2)=NC(N)=N1	-5.745
102770176	C1=CC=C(C2=NC(NC3CC(N4C=NC=N4)C3)=CC=C2)C=C1	-6.716
102770240	CC1=CC(NC2CC(N3C=NC=N3)C2)=C([N+](=O)[O-])C(C)=C1Cl	-5.483
102770272	O=C1NC(=O)C2=C(C=C(NC3CC(N4C=NC=N4)C3)N=C2)N1	-6.213
102770304	CCCN1C(=O)NC(=O)C(N[C@H]2C[C@H](N3C=CC=N3)C2)=C1N	-5.916
102770336	O=C1C=C(N[C@H]2C[C@H](N3C=CC=N3)C2)N=C2C=CC(Br)=CN12	-6.087
102770368	CC1=NOC(C2=CC=CN=C2N[C@H]2C[C@H](N3C=CC=N3)C2)=N1	-6.037
102770400	C1=CN([C@H]2C[C@H](NC3=CC=NC(N4CCCCC4)=N3)C2)N=C1	-6.159
102770432	CCCCNC1=CC(N[C@H]2C[C@H](N3C=CC=N3)C2)=NC(N)=N1	-5.962
102770464	COC1=CC=CC2=C(N[C@H]3C[C@H](N4C=CC=N4)C3)N=CC=C12	-6.244
102770528	CSC1=NC2=C(Br)C=NN2C(N[C@H]2C[C@H](N3C=CC=N3)C2)=N1	-5.948
102770592	NC1=C(F)C=C(F)C(N[C@H]2C[C@H](N3C=CC=N3)C2)=C1[N+](=O)[O-]	-6.174
102770624	O=[N+]([O-])C1=CC2=C(C=C1N[C@H]1C[C@H](N3C=CC=N3)C1)OCC2	-5.646
102770688	C1=CN([C@H]2C[C@H](NC3=CC(C4CC4)=NC4=CC=NN43)C2)N=C1	-6.340
102770720	N#CC1=CC(C(F)(F)F)=CN=C1N[C@H]1C[C@H](N2C=CC=N2)C1	-5.843
102770752	FC1=CC=CC(C2=NC(N[C@H]3C[C@H](N4C=CC=N4)C3)=NO2)=C1	-6.305
102770784	COC1=CN=C2C(=C1)N=CN=C2N[C@H]1C[C@H](N2C=CC=N2)C1	-5.920
102770816	COC1=CN=C2C(=C1)C=CN=C2N[C@H]1C[C@H](N2C=CC=N2)C1	-5.900
102770912	COC1=CC(N[C@H]2C[C@H](N3C=CC=N3)C2)=C(C)C=C1[N+](=O)[O-]	-5.553
102770944	O=[N+]([O-])C1=CC(Cl)=C(N[C@H]2C[C@H](N3C=CC=N3)C2)C(CO)=C1	-6.196
102770976	NC(=O)C1=CC=C(N[C@H]2C[C@H](N3C=NC=N3)C2)C([N+](=O)[O-])=C1	-5.716
102771008	C1=CN=CC(C2=NC=NC(N[C@H]3C[C@H](N4C=NC=N4)C3)=C2)=C1	-6.235
102771040	CC(C)C1=CC(N[C@H]2C[C@H](N3C=NC=N3)C2)=NC(N(C)C)=N1	-6.283
102771072	CCOC(=O)CC1=CN=C(N[C@H]2C[C@H](N3C=NC=N3)C2)N=C1	-5.799
102771104	O=[N+]([O-])C1=CC=C2NC(N[C@H]3C[C@H](N4C=NC=N4)C3)=NC2=C1	-5.931
102771136	CCCCC1=C(Cl)N=C(N)N=C1N[C@H]1C[C@H](N2C=NC=N2)C1	-5.870
102771168	CC(=O)C1=CC2=C(N[C@H]3C[C@H](N4C=NC=N4)C3)N=CC=C2O1	-5.797
102771200	C1=CC=C(CC2=NN=C(N[C@H]3C[C@H](N4C=NC=N4)C3)O2)C=C1	-6.425
102771264	COC(=O)C1=CN=C(C#N)C(N[C@H]2C[C@H](N3C=NC=N3)C2)=C1	-5.300
102771296	N#CC1=CC2=C(CCSC2)N=C1N[C@H]1C[C@H](N2C=NC=N2)C1	-5.979
102771328	CCOC(=O)CC1=CN=CN=C1N[C@H]1C[C@H](N2C=NC=N2)C1	-4.942
102771360	N#CC1(C2=NC(N[C@H]3C[C@H](N4C=NC=N4)C3)=CC=C2)CCC1	-6.003
102771392	CCC1=CC(CC)=C(C#N)C(N[C@H]2C[C@H](N3C=NC=N3)C2)=N1	-5.658
102771424	CN1N=CC2=CC(CO)=C(N[C@H]3C[C@H](N4C=NC=N4)C3)N=C21	-6.127
102771456	ClC1=CC(Br)=C2N=CN=C(N[C@H]3C[C@H](N4C=NC=N4)C3)C2=C1	-5.865
102771552	FC1=CN(C2=CC=NC(N[C@H]3C[C@H](N4C=NC=N4)C3)=C2)N=C1	-6.047
102771584	CC(O)C1=CC=C(N[C@H]2C[C@H](N3C=NC=N3)C2)C([N+](=O)[O-])=C1	-5.815
102771648	CC1=NC(NC2CCC3=NN=CN3C2)=C2C(=N1)SC(C)=C2C	-6.132
102771680	CCN1CCC2=NC=NC(NC3CCC4=NN=CN4C3)=C2C1	-6.105
102771712	N#CC1=NC2=CC=CC=C2C(NC2CCC3=NN=CN3C2)=C1	-6.386
102771744	CC(C)C1=NC(NC2CCC3=NN=CN3C2)=NC(N(C)C)=N1	-6.503
102771776	CCOC(=O)C1=CC(NC2CCC3=NN=CN3C2)=NC=C1Cl	-5.947
102771808	FC1=CC=CC=C1C1=CSC(NC2CCC3=NN=CN3C2)=N1	-6.666
102771840	COC(=O)C1=CC(C#N)=NC=C1NC1CCC2=NN=CN2C1	-5.636
102771872	FC1=CC=C2C=C(Cl)N=C(NC3CCC4=NN=CN4C3)C2=C1	-6.788
102771904	C1=NN=C2CCC(NC3=CC(C4CCCCC4)=NC=N3)CN12	-6.556
102771936	N#CC1=CC=C(S(N)(=O)=O)C(NC2CCC3=NN=CN3C2)=C1	-5.565
102771968	FC1=CC(Br)=CC2=CC=C(NC3CCC4=NN=CN4C3)N=C12	-6.279
102772000	CCC1=CC(NC2CCC3=NN=CN3C2)=NC2=CC=CC=C12	-6.267
102772032	NC1=NC(NC2CCC3=NN=CN3C2)=NC2=C(Br)C=CC=C12	-6.543
102772064	N#CC1(C2=NC(NC3CCC4=NN=CN4C3)=CC=C2)CCC1	-6.583
102772096	COC(=O)C1=C(C)C(C)=NN=C1NC1CCC2=NN=CN2C1	-6.016
102772128	O=[N+]([O-])C1=CC=CC2=C1SC(NC1CCC3=NN=CN3C1)=N2	-6.601
102772160	CCOC(=O)C1=NC=C(NC2CCC3=NN=CN3C2)N=C1N	-6.075
102772192	CC1=NC(NC2CCC3=NN=CN3C2)=CC(N2C=NC=N2)=N1	-6.305
102772224	CCC1=CN2N=C(Cl)C=C(NC3CCC4=NN=CN4C3)C2=N1	-6.215
102772256	CC(C)N(C)CC1=CC(NC2CCC3=NN=CN3C2)=CC=N1	-6.132
102772288	OC1=NC=CC2=CC(Cl)=NC(NC3CCC4=NN=CN4C3)=C21	-6.432
102772320	COC1=CC=C(S(N)(=O)=O)C(NC2CCC3=NN=CN3C2)=C1	-5.839
102772352	N#CC1=C2CCCCC2=CN=C1NC1CCC2=NN=CN2C1	-5.834
102772736	CC(C)(C)C1=CN2N=C(NC3CN(CC(F)(F)F)C3)SC2=N1	-5.985
102772800	CCC1=CC=C2N=CC=C(NC3CN(CC(F)(F)F)C3)C2=C1	-6.141
102772832	FC(F)(F)CN1CC(NC2=NN=C(CC3=CC=CC=C3)O2)C1	-6.595
102772928	CSC1=NC(NC2CN(CC(F)(F)F)C2)=C2N=NN(C)C2=N1	-6.394
102772960	CC1=C(Br)C=CC2=C(NC3CN(CC(F)(F)F)C3)N=CN=C12	-6.412
102773024	NC(=O)C1=CN=CC=C1N1CCN(C2=CC=C(Cl)C=N2)CC1	-6.351
102773056	CC1=CN=CN=C1N1CCN(C2=CC=NC=C2C(N)=O)CC1	-6.626
102773088	NC(=O)C1=CN=CC=C1N1CCN(C2=NC=NC=C2F)CC1	-6.351
102773120	CN1N=CC(NCC2=C3OC(C)(C)CC3=CC=C2)=C(Cl)C1=O	-6.105
102773152	COC1=NC=C(F)C(NCC2=C3OC(C)(C)CC3=CC=C2)=N1	-6.637
102773184	CC1=CC(C#N)=NC(NCC2=C3OC(C)(C)CC3=CC=C2)=N1	-6.669
102773248	CN1C(=O)NC(=O)C=C1NCC1=C2OC(C)(C)CC2=CC=C1	-6.357
102773280	CC1(C)CC2=CC=CC(CNC3=NC=NC4=CC=NN43)=C2O1	-7.180
102773312	CC1=NC(N)=NC(NCC2=C3OC(C)(C)CC3=CC=C2)=C1C	-7.212
102773344	CC1(C)CC2=CC=CC(CNC3=CC=NC4=C3N=NN4)=C2O1	-7.613
102773376	COC1=NC(NCC2=C3OC(C)(C)CC3=CC=C2)=NC=C1Cl	-6.636
102773440	CC1(C)CC2=CC=CC(CNC3=C(F)C=NC(CO)=C3)=C2O1	-7.048
102773504	CC1=CC=CC=C1CCCNC1=CC=C(N2C=CC=N2)N=N1	-6.611
102773536	CC1=CC=CC=C1CCCNC1=C(C)C(C)=NC2=NC=NN21	-5.763
102773568	CC1=CC=CC=C1CCCNC1=NN2C(=NN=C2CO)C=C1	-6.627
102773600	COC(=O)C1=CC(C)=NC(NCCCC2=CC=CC=C2C)=N1	-5.958
102773664	CC1=CC=C(S(N)(=O)=O)C(NCCCC2=CC=CC=C2C)=C1	-6.110
102773696	CC1=CC=CC=C1CCCNC1=CC=C(S(N)(=O)=O)C=C1Cl	-6.488
102773728	CNC(=O)C1=CC(C)=NC(NCCCC2=CC=CC=C2C)=N1	-6.490
102773888	CC1=CC=CC=C1CCCNC1=NC=C2OCC(C)NC2=N1	-6.545
102773920	CC1=CC=CC=C1CCCNC1=NC=NN2C(C#N)=CC=C12	-6.123
102773952	CC1=CC=CC=C1CCCNC1=NC2=C(N=CN2C)C(C)=N1	-6.268
102774048	CC1=CC=CC=C1CCCNC1=NN2C=NN=C2C(C)=C1C	-6.540
102774336	CCOC(=O)C1=CN=C(NCC2=CN=C(Br)C(C)=C2)N=C1C	-6.412
102774400	CC1=CC(CNC2=CC=C([N+](=O)[O-])C(C(N)=O)=C2)=CN=C1Br	-7.342
102774464	CC1=CC(CNC2=CC=C(N3C=C(I)C=N3)N=N2)=CN=C1Br	-6.331
102774496	CC1=CC(CNC2=CC(=O)N3C=CC=C(C)C3=N2)=CN=C1Br	-6.282
102774560	CCN(C)C(=O)C1=CC=NC(NCC2=CN=C(Br)C(C)=C2)=C1	-6.429
102774720	CC1=CC(CNC2=CC=C(S(N)(=O)=O)C(C)=C2C)=CN=C1Br	-6.414
102774752	CC1=CC(NCC2=CN=C(Br)C(C)=C2)=C(CO)C=C1[N+](=O)[O-]	-5.971
102774976	CNC(=O)C1=CC(C)=NC(NCC2=CC(Br)=CC(Cl)=C2F)=N1	-6.320
102775264	CC(F)(F)C1=CC=CC(CNC2=NC=C(C(N)=O)C=C2Cl)=N1	-7.052
102775328	COC(=O)C1=C(C)SC(NCC2=NC(C(C)(F)F)=CC=C2)=N1	-6.132
102775424	CC1=NC(NCC2=NC(C(C)(F)F)=CC=C2)=C2C=NNC2=N1	-6.841
102775456	CC(F)(F)C1=CC=CC(CNC2=NC=NC(S(C)(=O)=O)=C2)=N1	-6.212
102775520	CC(F)(F)C1=CC=CC(CNC2=NC=NC3=C2COCC3)=N1	-6.642
102775552	CC(F)(F)C1=CC=CC(CNC2=NC(C(F)F)=NC(N)=C2)=N1	-6.410
102775584	CC(F)(F)C1=CC=CC(CNC2=CC=C3C(N)=NNC3=N2)=N1	-7.246
102775680	CC(F)(F)C1=CC=CC(CNC2=CN=C(Br)C=C2C(N)=O)=N1	-6.517
102775744	CC(F)(F)C1=CC=CC(CNC2=C([N+](=O)[O-])C(O)=CC=C2)=N1	-6.647
102775776	CC1=CN2C(=O)C=C(NCCCOC(=O)N(C)C)N=C2C=C1	-5.043
102775808	CN(C)C(=O)OCCCNC1=NN2C(=NN=C2C2CC2)C=C1	-5.779
102775840	CN(C)C(=O)OCCCNC1=NC(C2=CC=C(Cl)C=C2)=NO1	-5.657
102775904	CN(C)C(=O)OCCCNC1=CC=C(C2=CC=C(Br)S2)N=N1	-5.686
102775968	CN(C)C(=O)OCCCNC1=CC=C(C2=CC=NC=C2)C=N1	-5.677
102776000	CN(C)C(=O)OCCCNC1=C([N+](=O)[O-])C2=NON=C2C=C1	-5.286
102776096	CC1=CC(NCCCOC(=O)N(C)C)=C2C=CC(F)=CC2=N1	-5.400
102776192	CN(C)C(=O)OCCCNC1=NC=C(C(=O)O)N2N=CC=C12	-5.225
102776224	CC1=CC=C(Br)C2=NC(NCCCOC(=O)N(C)C)=NC=C12	-5.637
102776256	CN(C)C(=O)OCCCNC1=C2SC=CC2=NC=C1[N+](=O)[O-]	-4.829
102776768	CC1CC(CNC2=NC=NC3=CC([N+](=O)[O-])=CC=C32)CCS1	-6.142
102776864	CCN1C(=O)C(NCC2CCSC(C)C2)=NC2=CC=CC=C21	-5.822
102776960	COC(=O)C1=NC(NCC2CCSC(C)C2)=C2SC=CC2=N1	-5.648
102777824	C[C@H](NC1=NC=NC2=C1N=CN2C1CC1)C1=CC=CC=C1F	-6.211
102778016	CC1=NC(N[C@@H](C)C2=CC=CC=C2F)=CC(N2C=NC=N2)=N1	-6.464
102778080	C[C@H](NC1=NC=NC(N2CCCCC2)=N1)C1=CC=CC=C1F	-6.876
102778368	C[C@H]1CCCN1C1=CC(C(=O)NC2CC2)=C2C=CC=CC2=N1	-6.931
102779008	CP(C)(=O)C1CCN(C2=C3NN=C([N+](=O)[O-])C3=CC=N2)CC1	-5.779
102779520	CC1(C)OC2(CCCN(C3=CC=NC4=NC=CN34)C2)NC1=O	-5.848
102779616	CC1(C)OC2(CCCN(C3=CC=NC4=C3N=NN4)C2)NC1=O	-7.391
102779872	OCC12CCC(CNC3=NC4=CC=CC(F)=C4O3)(CC1)CO2	-6.358
102779904	OCC12CCC(CNC3=NC=CC4=CC=NC=C43)(CC1)CO2	-6.298
102779968	OCC12CCC(CNC3=C4C(Br)=NNC4=NC=C3)(CC1)CO2	-5.948
102780160	OCC12CCC(CNC3=NC=CC4=CC=C(F)C=C43)(C1)OC2	-6.659
102780384	CC1=CC(NCC23CCC(CO)(CO2)C3)=NC2=CC=CC=C12	-6.522
102780416	CC1=C2N=CN(C)C2=NC(NCC23CCC(CO)(CO2)C3)=N1	-6.267
102780448	OCC12CCC(CNC3=NC=CC(C4=CC=CS4)=N3)(C1)OC2	-6.250
102780576	CC(C)(C)C1(CO)CCN(C2=NC3=CC=CC=C3C(=O)N2)C1	-6.423
102780896	CN1C=C(I)C2=C(N3CCC(CO)(C(C)(C)C)C3)N=CN=C21	-5.464
102780928	CN1C2=CC=C(F)C=C2N=C1N1CCC(CO)(C(C)(C)C)C1	-5.781
102781120	CC(C)(C)C1(CO)CCN(C2=CC(C3=CSC=C3)=NC=N2)C1	-6.006
102781152	CC1=C(N2CCC(CO)(C(C)(C)C)C2)N2N=CN=C2N=C1Cl	-5.512
102781184	CC(C)(C)C1(CO)CCN(C2=CC=C3NC=CC(=O)C3=N2)C1	-6.748
102781440	COC(=O)C1=CC2=C(NC(C)C(O)C(F)F)N=CN=C2N1C	-6.284
102781472	CC(C)OC1=CC=C2C=CC(NC(C)C(O)C(F)F)=NC2=C1	-5.978
102781504	COC(=O)C1=CC=C2C(=C1)N=C(NC(C)C(O)C(F)F)N2C	-6.208
102781536	CC(NC1=NC2=C(C(C(F)(F)F)=C1)C(Br)=NN2)C(O)C(F)F	-6.553
102781728	O=[N+]([O-])C1=CC=C(NCC(O)CCC2CC2)C2=NC=CC=C12	-5.599
102781792	CC(C)(C)N1N=CC2=C(NCC(O)CCC3CC3)N=CN=C21	-5.988
102781856	COC1=CC=C(C2=NN=C(NCC(O)CCC3CC3)S2)C=C1	-5.630
102781888	O=[N+]([O-])C1=CC=C2N=CC=C(NCC(O)CCC3CC3)C2=C1	-5.693
102781920	COC(=O)C1=CC=C2N=C(NCC(O)CCC3CC3)NC2=C1	-5.766
102782016	COC1=CC=CC2=C1N=C(NCC(O)CCC1CC1)NC2=O	-5.951
102782080	CN1C=C2C(C(F)F)=CC(NCC(O)CCC3CC3)=NC2=N1	-6.312
102782112	OC(CCC1CC1)CNC1=NC=NC(C2=CC=C(F)C=C2)=C1	-6.187
102782144	OC(CCC1CC1)CNC1=NC=CN2C1=CN=C2C(F)(F)F	-6.115
102782208	O=C1NC2=C(C=C(NCC(O)CCC3CC3)C([N+](=O)[O-])=C2)O1	-5.835
102782272	OC1(CNC2=CC=C(N3C=CN=C3)N=N2)CC2CCC(C2)C1	-6.635
102782656	O=C1C=C(NCC2(O)CC3CCC(C3)C2)C2=CN=CC=C2N1	-6.757
102782784	OC1(CNC2=NC3=CC=C(F)C=C3C=N2)CC2CCC(C2)C1	-7.337
102783328	C#CC1=CC=C(NCC2=C(C)OC(C3=CC=CC=C3)=N2)N=N1	-6.526
102783392	CC1=NN=C(CCCNC2=NC(C3=CC=CC=C3)=NO2)N1C	-6.124
102783424	CC1=CC(NCCCC2=NN=C(C)N2C)=NC(C(C)(C)C)=N1	-5.828
102783456	CC1=CC=CC2=C(NCCCC3=NN=C(C)N3C)N=CN=C12	-6.119
102783488	CC1=CSC2=NC(C)=NC(NCCCC3=NN=C(C)N3C)=C12	-6.025
102783520	CC1=NN=C(CCCNC2=CC(C(F)(F)F)=CC(Cl)=N2)N1C	-6.088
102783552	CC1=NN=C(CCCNC2=C(C#N)C=CC=C2[N+](=O)[O-])N1C	-5.080
102783584	CC1=CC=C2SC(NCCCC3=NN=C(C)N3C)=NC2=C1C	-5.143
102783616	CCS(=O)(=O)C1=CC=CN=C1NCCCC1=NN=C(C)N1C	-5.786
102783648	CCC1=CC([N+](=O)[O-])=CC=C1NCCCC1=NN=C(C)N1C	-5.444
102783680	CC1=NN=C(CCCNC2=NC=C(C(F)(F)F)C=C2F)N1C	-6.552
102783712	CC1=NN=C(CCCNC2=CC(=O)OC3=CC=CC=C23)N1C	-6.029
102783744	CC1=NN=C(CCCNC2=NC=CC=C2C2=NNC=C2)N1C	-6.207
102783776	CC1=NN=C(CCCNC2=NC=NC3=CC(Br)=CN=C32)N1C	-6.035
102783808	COC(=O)C1=CN=C(NCCCC2=NN=C(C)N2C)C(Br)=C1	-5.772
102783840	COC(=O)C1=CC(Cl)=CN=C1NCCCC1=NN=C(C)N1C	-5.906
102783872	CC1=NN=C(CCCNC2=CC=C(S(C)(=O)=O)C(Br)=N2)N1C	-5.604
102783904	CC1=NN=C(CCCNC2=CC=C(C#N)C=C2C(=O)O)N1C	-5.660
102783936	CC1=NN=C(CCCNC2=NC3=CC=CC=C3NC2=O)N1C	-6.754
102783968	CCOCC1=NC(N)=CC(NCCCC2=NN=C(C)N2C)=N1	-5.056
102784000	CC1=NN=C(CCCNC2=NC3=C(Cl)N=CC=C3N2C)N1C	-6.123
102784032	CC1=NN=C(CCCNC2=CC=C3NC=CC(=O)C3=N2)N1C	-6.376
102784064	CC1=NN=C(CCCNC2=CC=C(C3=CN=CO3)C=N2)N1C	-5.551
102784096	CC1=NN=C(CCCNC2=NC3=C(N)N=CN=C3N2C)N1C	-6.433
102784128	COC1=CC([N+](=O)[O-])=CC=C1NCCCC1=NN=C(C)N1C	-5.172
102784160	COC1=CC=C(Br)C(NCCCC2=NN=C(C)N2C)=C1C#N	-5.316
102784192	CC1=NN=C(CCCNC2=NC=C(C3=NOC(N)=C3)S2)N1C	-5.897
102784800	CN(C)[C@H]1CCCCN(C2=NC3=CC(Cl)=CC=C3C(O)=N2)C1	-6.201
102784928	CN(C)[C@H]1CCCCN(C2=CC=NC3=CC(CO)=CC=C32)C1	-6.097
102785056	CC(C)C1=NNC2=CC=NC(N3CCCC[C@H](N(C)C)C3)=C21	-5.565
102785440	CC1=CN2N=C(NCC3=CC=CC(N4C=CC=N4)=N3)SC2=N1	-6.297
102785472	CC(C)C1=CC(NCC2=CC=CC(N3C=CC=N3)=N2)=NC=N1	-6.555
102785504	CC(C)(C)C1=NC(NCC2=CC=CC(N3C=CC=N3)=N2)=NO1	-6.767
102785536	CCC1=C(Cl)N=CN=C1NCC1=CC=CC(N2C=CC=N2)=N1	-6.522
102785568	CCCC1=NC=CN=C1NCC1=CC=CC(N2C=CC=N2)=N1	-6.355
102785600	CN1C(=O)C=C(NCC2=CC=CC(N3C=CC=N3)=N2)NC1=O	-6.747
102785632	CN1C=C(Cl)N=C(NCC2=CC=CC(N3C=CC=N3)=N2)C1=O	-6.500
102785664	C1=CC(N2C=CC=N2)=NC(CNC2=CC=NC3=C2CCC3)=C1	-6.767
102785696	C1=CC(N2C=CC=N2)=NC(CNC2=CC=C3C=NNC3=N2)=C1	-7.157
102785728	C1=CC(N2C=CC=N2)=NC(CNC2=CN=C(C3CC3)C=N2)=C1	-6.540
102785760	N#CC1=NC=C(F)C(NCC2=CC=CC(N3C=CC=N3)=N2)=N1	-6.753
102785792	N#CC1=CC=C(NCC2=CC=CC(N3C=CC=N3)=N2)C(Br)=N1	-6.528
102785824	CC1=CC=C(NCC2=CC=CC(N3C=CC=N3)=N2)C(C#N)=N1	-6.641
102785856	FC(F)C1=CC=CN=C1NCC1=CC=CC(N2C=CC=N2)=N1	-6.697
102785888	N#CC1=CC=C([C@H]2C[C@H](NC3=CN=CC4=NN=NN34)C2)C=C1	-5.955
102785952	COC1=CC=C(F)C(N[C@H]2C[C@H](C3=CC=C(C#N)C=C3)C2)=N1	-6.201
102785984	COC1=NC=C(Br)C(N[C@H]2C[C@H](C3=CC=C(C#N)C=C3)C2)=N1	-5.716
102786016	N#CC1=CC=C([C@H]2C[C@H](NC3=NC=C4COCC4=N3)C2)C=C1	-6.225
102786048	N#CC1=CC=C([C@H]2C[C@H](NC3=NC=NN4C=CC=C34)C2)C=C1	-5.963
102786080	C[C@@H](O)C1=CC=CN=C1N[C@H]1C[C@H](C2=CC=C(C#N)C=C2)C1	-6.128
102786112	CN(C)C1=CN=NC(N[C@H]2C[C@H](C3=CC=C(C#N)C=C3)C2)=C1	-5.765
102786272	N#CC1=CC=C(NCC2=NC(C3=CC=C(F)C=C3)=CS2)N=N1	-6.502
102786496	CC1=NC2=CC=CC=C2N=C1N1CCC2(C1)OC(=O)NC2C	-6.945
102786720	COC1=CC=CC2=C1SC(N1CCC3(C1)OC(=O)NC3C)=N2	-5.989
